,average_rate_per_night,bedrooms_count,city,date_of_listing,description,latitude,longitude,title
71,$59,2,Houston,Apr-16,"BEFORE requesting to book, please send an inquiry by clicking \",29.58930039,-95.13550118,2 Bedrooms for 5 & Spacious Living Room
72,$95,2,Houston,Nov-16,"Large 2 bed + 2 bathroom apartment (gated) in the heart of Houston! NRG, Rice Village (boutiques and restaurants), Rice University, Texas Medical Center, and grocery stores are minutes away. Gym access on top floor. Smart TV included, so Netflix, Youtube, etc\n\nPlease be mindful the apartment caretaker also lives in the apartment, but will not stay in the private rooms.\n\nCouples, solo adventurers, business travelers, families (with kids), and big groups are all welcome!",29.69772549,-95.41817661,2 bed 2 bathroom apt located in Center of Houston!
73,$119,1,Houston,Jul-16,Wow it would take me very long to count all of the amenities !\nYou have a pool and a jacuzzi on the 7th floor !\nState of the art Gym!\nYou are by everything both major highways \nThe views are just stunning !!!,29.71392724,-95.38139506,Luxury Cozy Apt with Penthouse views!
74,$105,2,Houston,Feb-17,"Cozy 2bd / 2ba bungalow. Lots of original details: Hardwood floors throughout, solid doors with glass knobs, crown molding, double hung wood windows, plantation shutters. Hi-speed (100MB) internet, Smart Tv, smart lock, spacious backyard. Large, stocked kitchen with new, updated appliances.",29.80477409,-95.39637284,Heights - 2bd / 2ba on great block
75,$92,1,Houston,Nov-15,"Enjoy this bright, spacious, fully furnished apartment in the heart of midtown Houston. Conveniently located on a quiet, tree-lined street, walking distance to top-rated bars and restaurants and the midtown MetroRail stop. Less than a 10 min drive to the Museum &amp; Theater Districts, Houston sport/event venues, Medical Center &amp; downtown Houston. The apartment complex includes 24/7 security, a controlled/gated parking garage, two pristine swimming pools and a gym.",29.74974567,-95.37812781,Home Sweet Home in Heart of Midtown Houston
76,$75,1,Houston,Dec-16,"Our comfortable tiny house (500sqft) has a full kitchen and restroom with a king-sized bed in a loft. We're within walking distance to downtown and Washington Avenue and a cheap Uber ride away from the Heights, Montrose, and sports venues. Our tiny house is in the Historic Sixth Ward, and a block away from the biking, walking, and running trails of the Buffalo Bayou. We have plenty of parking and welcome pets. \nCheck us out on Instagram: \n#6thWardTinyHouse",29.76384856,-95.37851923,Cozy Tiny House in Downtown Houston
77,$95,0,Houston,Oct-14,The \,29.70405211,-95.37101927,Efficient Luxury Loft - Garage Apt.
78,$47,1,Houston,Feb-17,"We actively live in our home and invite you to do so as well. Use the house and make it yours. Our home is a traditional 2-story home. This bedroom with two twin beds is on the second floor, fourteen steps up. Many of our rooms have color. This bedroom is pink and sleeps two people. Another bedroom is blue and has a queen bed. It can be reserved on another listing. The colors are tactful and tastefully done. The neighborhood is very well taken care. This is beautiful place to stay.",30.03817371,-95.22427571,2 Twin Sleeps 2 NE Houston 20 Minutes from Bush
79,$40,1,Houston,Apr-15,"_öÔç_ã_öÀ__ê_ùÊèÀÔŒ_ÏçÓÙ_«ÈŒÕÎŒÉÂŒÉ±____Û_‹ÛâŒ_Ê_ü_ŒÏ¡_¨µ,_â¬_üÛŒ¨____çö±_ü__öÔç_ã_öÀ__ê‹Ûâ_öÔç_ã_öÀ__ê_ÛâŒêö_ÄÉ__£‹ÛÅçÜÂèà»_ÑÉèÁÎç_ãŒ Õ_ª©Œ¨_‹ÛÅŒ¥ Œ_Á_ÑÉèÁÎèÛÉ‹Ûâ",29.70241341,-95.53286054,Master Room with walkin closet private bath room
80,$98,2,Houston,Jul-16,"Welcome to our pride and joy! \n\nThis is a great group spot! Our small home is in an urban setting, but this means we are close to the city! Check out the photos to get a sense of our surroundings.\n\n3 or less miles from rodeo, downtown, medical center, U of H, TSU, Rice Village, you name it!\n\nAcross the street from the grocery store and the drugstore if you need something really quick.",29.69944281,-95.35728876,"Urban gem by NRG, Med ctr, Midtown, and Toyota ctr"
81,$66,1,Houston,Jan-16,"Three lights away from Downtown, you‰Ûªll love the location. Great for couples, solo adventurers and furry friends (pets). A neighborhood away from The Heights, a must visit area. A block away from the Metro Rail, which once on is a two train stop away from local bars and restaurants in Downtown. As well as easy access to three major highways within a three minute driving radius.",29.7804564,-95.36572794,Entire Apartment Near Downtown Houston
82,$800,2,Houston,Dec-16,Located 24 miles from NRG Stadium and downtown Houston. Perfect for your Superbowl experience!\n\nPlenty of retail and shopping within walking distance.,29.55535028,-95.11754959,SUPERBOWL LI 2017
83,$1500,4,Houston,Jan-17,4 bedroom 2 bathroom home with an open floor plan great for entertaining located in a quiet neighborhood and conveniently located to 59 and beltway 8.,29.95468009,-95.17607029,Super Bowl 2017 4 BDRM Home Retreat
84,$38,1,Houston,Jul-16,"This brand new room is equipped with fast fiber wifi and a queen size bed. Shared bathroom and kitchen with lots of street parking. Very comfortable and spacious.\n\nThe house is located 3 minutes from Chinatown, 12 minutes from the Galleria, 21 minutes from Medical Center, and 25 minutes from U of H.\n\nWe provide transportation to and from the airport. $50 one way from Hobby Airport and $70 one way from George Bush Airport.",29.69803929,-95.52848955,Big Room with Private Livingroom Nearby Fwy 69
85,$850,4,Houston,Jun-13,"Come stay in our brand new home for Super Bowl! Newly built and located right off Hwy 10 in a beautiful, and safe subdivision in Katy, near Katy Mills Mall. You will also be close to the beautiful La Centerra shopping center with great restaurants, and bars, and shopping. Jump on I-10 and head straight into Energy Corridor and downtown Houston. We will provide you with a courtesy pick-up and drop-off in our SUV every night of your stay! Holds up to 7 people plus driver.",29.77335082,-95.90696227,Beautiful Home for Super Bowl!!! Pick-up+Drop Off!
86,$99,1,Houston,Aug-16,Come relax on the water in our beautiful beach house style river home. You'll love the shiplap walls but the view is even better!,29.82638586,-95.0780542,Monroe Manor
87,$49,1,Houston,Feb-16,"Nice Bedroom, 2 beds (1 full, 1 twin, soon to be 1 queen in September 2017) with private bathroom, fridge, desk, and microwave...Also wifi, cable, Netflix, and Hulu. Only two blocks from Metro station and less that 10 min to downtown, Minute Maid and Dynamo Stadium!",29.75154667,-95.33801792,Great room on East Downtown
88,$150,3,Houston,Aug-14,"Best of all worlds -- sleep well in a spacious home on a quiet street, while staying walkable to all the action in Midtown, one of the most fun neighborhoods in Houston. Very nearby to nightlife &amp; parks and only a couple of minutes away from downtown!\n\n3 bed, 3 bath townhouse w/ 2-car garage, 50\",29.74057147,-95.37120296,Spacious 3B/3BA Midtown Townhome!
89,$45,1,Houston,Dec-14,"My place rocks! Montrose is the best part of town -- I'm near the museums and best bars and restaurants! Lots within walking distance! This is where you want to be!\n\nYou have a private bedroom, semi-shared bath in my 3 bed room, 3 story, 2,100 sq.ft. home. Your bed has a memory foam mattress &amp; top notch bedding! Great! I live here alone. You're welcome to share all the common areas, like the dining room and kitchen. I have an awesome cat (who gets awesome reviews), so you must like cats!",29.73400202,-95.38966312,Townhome in the Heart of Montrose! (a)
90,$100,1,Houston,Dec-14,"Studio apartment is ideal for a Houston visit: near Downtown, Houston Heights and Houston sports venues. Private entry. Bus line 1 block away and Light Rail just 2 blocks away making location ideal for museum district, medical center, Texan games and Zoo.",,,Convenient studio apartment near Downtown.
91,$69,1,Houston,Feb-16,"This is a lovely mid-rise situated in the heart of Houston's Medical Center. This modern living space is ideal for those who simply want a weekend getaway or for those who want to enjoy Houston's main attraction Super Bowl 51. If the Super Bowl is what brings you in town and you're looking for convenience and luxury, then this is a prime location for you. \n\n*Hobby Airport pick up/drop off is available",29.69508107,-95.41255156,Modern Midrise in Houston's Medical Center
92,$28,1,Houston,Feb-16,"My place is close to Museums, Medical Center, Downtown, University of Houston, among other Houston Landmarks. You‰Ûªll love my place because of the house is really modern and spacious. The rooms are nicely decorated. The bed is new and comfortable. My place is good for couples, solo adventurers, and business travelers.",29.71972965,-95.37566152,"Comfortable room by Med Center, Downtown & Museums"
93,$125,1,Houston,Aug-15,"OUR MODERN URBAN RETREAT AWAITS YOU. Stay in the heart of Houston in the historic Montrose neighborhood. Fully renovated condo with all new appliances. Modern kitchen, open living room, spa-like bathroom, flexible dining/work space, &amp; spacious bedroom. WALK SCORE OF 84 with nearby famous restaurants, bars, &amp; coffee shops. CONVENIENT CENTRAL LOCATION near Downtown/Convention Center/Theater District, sports/music venues, Midtown, Medical Center, museums, The Heights, Washington Ave., &amp; Chinatown.",29.74151511,-95.38527981,Modern Montrose Urban Retreat w/ Perfect Location
94,$89,1,Houston,Jan-15,The Artisan Carriage House is an adorable 1:1 independent apartment. This open concept 750 sq ft space has an full kitchen and living area with a private 1 bedroom. Curbside parking available.,29.70842038,-95.34848345,Artisan Carriage House
95,$58,1,Houston,Sep-16,"My place is close to Galleria, Central Market, Kirby Ice House, Memorial Park, Highland Village, and the River Oaks District. There is plenty of great restaurants, shopping, and more all within walking distance.",29.7383408,-95.44423668,Loft Condo
96,$90,1,Houston,Dec-16,"Modern Decor adorn this Galleria Area beauty! Minutes away from The Galleria Mall, River Oaks, lots of fine dining and shopping, you are sure to enjoy this beautiful apartment.",29.74262787,-95.52026131,Galleria Modern Luxury Midrise
97,$64,1,Houston,Jul-14,"Great room to stay in for business travelers or anyone on holiday or vacation. Centrally located in the Montrose district near downtown for business, but even closer to dozens of restaurants and the vibrant Houston nightlife.",29.74622426,-95.39220643,"Clean, comfortable, & classy condo"
98,$115,1,Houston,Oct-16,"My place is close to nightlife, public transport, the city center, and parks. You‰Ûªll love my place because of the high ceilings, the location, the people, and the ambiance. My place is good for couples, solo adventurers, business travelers, and families. The place is yours make yourself at home!",29.67697703,-95.4569642,"Comfy, luxury NRG location!"
99,$99,2,Houston,Aug-16,"We would love to welcome you in our spacious, modern apartment filled with ample natural light from expansive windows. Our apartment is located in the popular and cozy Montrose neighborhood/Museum District. Within walking distance you'll find great restaurants, bars, supermarkets, coffee shops, museums, and vintage/antique shopping. There is plenty of street parking and you can use the parking garage if you're bringing a car but you can also get by fine with just your feet or Uber!",29.73742477,-95.40170108,Bright & Modern 2-bedroom in the heart of Montrose
100,$99,0,Houston,May-14,"This cozy downtown loft is close to GRB Convention Center, Minute Maid, BBVA Compass stadium, Discovery Green, Toyota Center and more! You will love being close to so many things that Houston has to offer and enjoy the trendy area with a cozy homey feel.",29.74980197,-95.35505056,Cozy Downtown Loft - Walk to GRB!
101,$95,1,Houston,Apr-14,"Located 1 block from Rice U &amp; Rice Village. Walk less than 1 mile to Med Ctr. and Dryden/TMC train stop (Train access to Downtown, Toyota Ctr., Minute Maid Park, NRG.) Close to Museum District and Houston Medical Center. Space is newly renovated, upstairs (1 flight) garage apart. - comfy &amp; secure.",29.71334084,-95.41402537,Amazing Location - Rice Garage Apt
102,$92,1,Houston,Apr-10,"This spacious 1br/1ba apartment is fully furnished with everything you need for a comfortable stay. Located in Montrose, the apartment is within steps to the walking/biking paths at Buffalo Bayou and minutes to midtown and downtown.",29.75904034,-95.39083689,Modern Apt in Montrose with Cubby Balcony
103,$140,1,Houston,Jan-17,"**Will give discount to previous guests :) \nHere to present you a peaceful home with a gorgeous view and relaxation in Downtown! Chill and Scenic all for you! Can't wait to host and meet you! One block away from metro that rides down Main St. Walking distance to many restaurants, shopping areas, Toyota Stadium, Discovery Green, and more.",29.75055256,-95.3670027,Downtown Hi Rise with AMAZING VIEW
104,$80,1,Houston,Jan-17,"Look no further! Your perfect stay in houston is a click away. Modern one bedroom apartment, brand NEW complex, clean, quiet, and let's talk about LOCATION (minutes from the galleria and easy access to the highway). You will not be disappointed. TV in the living room, comfortable mattress, WIFI, washer and dryer in the unit.",29.73472042,-95.46027121,"Look no further! MODERN, LUXURY 1 (URL HIDDEN)"
105,$80,2,Houston,Mar-16,"NEW LISTING! This listing is a cozy contemporary community of 6 condos. Close to art and culture, restaurants and dining, sight seeing &amp; nightlife! You‰Ûªll love my place because of the ambiance, the outdoors space, the light, and the comfy beds. My place is good for couples, solo adventurers, business travelers, big groups (multiple units available), and furry friends (pets). \nSo, if you are in town for business, medical center or to catch a concert or sporting event, this property is PERFECT!",29.72482108,-95.372522,Chic Condos-Downtown/Med Ctr (#2)
106,$59,1,Houston,Jan-17,'River house on island close to the city' \nA well maintained river house off the San Jacinto river with extra room for temporary visitors.,29.82935223,-95.08154949,River house near the city
107,$35,1,Houston,Apr-13,"Artful stay within a cozy home my home is great for solo adventurist, couples and student professionals. We are in a super neighborhood which is close to everything.",29.70582318,-95.41364837,Cozy stay in a charming home
